Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
bdb50535cde2be33968091ddadd1a8177977a25a1cb0eff61d0f4fd96e9e54e0,2013-09,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Offender fined
0102b2dcb2b6fe70323755fdfffe8620e3cbeb2c4a54d53a35e8833b5d87b2a3,2013-09,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Offender given conditional discharge
c4caa4cf35cdda669b604502205b68e82458bf3b6bd5de5d1cf27e8b6410caea,2013-09,City of London Police,City of London Police,-0.084095,51.516900,On or near NEW BROAD STREET,E01032739,City of London 001F,Offender sent to prison
51d6e47adcf10fba0198c034e8d9f498174d9916498a695832db6833bf99fe53,2013-09,City of London Police,City of London Police,-0.110471,51.517265,On or near FURNIVAL STREET,E01032740,City of London 001G,Offender fined
8292c88eb3f7356d5fbeef9f36b50bd7af1b189c2dbdedf116a622c0bea4bb9f,2013-09,City of London Police,City of London Police,-0.099818,51.519017,On or near CLOTH FAIR,E01032740,City of London 001G,Offender sent to prison
d684c54da153f823cab1a9f55ef74ebc572d8f28c7b3014a02771000d605c827,2013-09,City of London Police,City of London Police,-0.087670,51.516877,On or near COPTHALL AVENUE,E01032739,City of London 001F,Offender fined
fb740c8ab0a9423fc0ea6fd8166da5c816d214320060b9be01c79a0ef28b36fb,2013-09,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Suspect charged
fb740c8ab0a9423fc0ea6fd8166da5c816d214320060b9be01c79a0ef28b36fb,2013-09,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Suspect charged
7b3da5aec9135ace43744d1b8f1e6342ffae195283dfafac2e6fb177b966eb5a,2013-09,City of London Police,City of London Police,-0.083417,51.513148,On or near WHITTINGTON AVENUE,E01032739,City of London 001F,Offender given community sentence
ed2a7dbdc28567f6e9db641fc077e467a4928fdcc46c417fdd1835de1086a6ce,2013-09,City of London Police,City of London Police,-0.102412,51.517297,On or near COCK LANE,E01032740,City of London 001G,Offender sent to prison
bedb071b0ae308a88019342ac3f6f47114f62d57d5f4b1300b0b2268b56ce816,2013-09,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Offender fined
3c90c867c7f0b1c66b0af7ae0fdacabd14eca1752512b9d2266a84892be96df3,2013-09,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Offender fined
c23bdf4d54b295f36f362debed5e1b61f63153dcf04f85f3ce8d02f88d0a0590,2013-09,City of London Police,City of London Police,,,No location,,,Offender given suspended prison sentence
7cf6279fa26cab4661c8f7d94e8b14e0ad3d2d74695c0f40c0e05fadbdc642d4,2013-09,City of London Police,City of London Police,-0.105134,51.513869,On or near BRIDE LANE,E01032740,City of London 001G,Offender given suspended prison sentence
e6bd4dec631fe6acaa4d22a8f58569d19dd937ba6ad7591b06ff5d919f056012,2013-09,City of London Police,City of London Police,-0.078307,51.513676,On or near MITRE STREET,E01032739,City of London 001F,Defendant found not guilty
59492606a9e1197fa6991059a83259e459efec47345dba4be8a69bc0e7a385f3,2013-09,City of London Police,City of London Police,-0.085257,51.511200,On or near TALBOT COURT,E01032739,City of London 001F,Offender given conditional discharge
34e03b2f845973966c680bbe02a88affb84b12f37d0a5c130d40cd13d0bf6600,2013-09,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Offender fined
51d6e47adcf10fba0198c034e8d9f498174d9916498a695832db6833bf99fe53,2013-09,City of London Police,City of London Police,-0.110471,51.517265,On or near FURNIVAL STREET,E01032740,City of London 001G,Offender sent to prison
c541e31a5c70e052670536ae4a672c8c6fdd83d42d0c24227f44e441fcec8e45,2013-09,City of London Police,City of London Police,-0.104621,51.512692,On or near Supermarket,E01032740,City of London 001G,Offender given community sentence
f4ea03c1f13817ab614c2a002a0c63f0c9b75285859e0c3c22325e2cb6d33f26,2013-09,City of London Police,City of London Police,-0.112939,51.518231,On or near SOUTHAMPTON BUILDINGS,E01032740,City of London 001G,Offender sent to prison
c65f48041cdb57da5cec85ce020036cb8ae22366b8b0922ca1bdae2ae7f5d384,2013-09,City of London Police,City of London Police,,,No location,,,Offender sent to prison
76f7adb0c53e18b1343547f8869211953768321e8dd1297f13a3f69de5c64365,2013-09,City of London Police,City of London Police,-0.111132,51.512420,On or near MIDDLE TEMPLE LANE,E01032740,City of London 001G,Offender sent to prison
e9cfa96fddefb20ec713f00fb77c6b7bce58d2d3202640352d2c1d30ab12c1dd,2013-09,City of London Police,City of London Police,-0.090348,51.519358,On or near MOOR LANE,E01000002,City of London 001B,Offender given conditional discharge
95d1cb12b89feedb3a314f6dad9d6839bc8c4dacaef2e728c9f49045d52aa058,2013-09,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Offender sent to prison
020ebd9b81020baf2bf8b71d5ae80449f9b01936d28cb31dfefbd595992fa9cf,2013-09,City of London Police,City of London Police,-0.085257,51.511200,On or near TALBOT COURT,E01032739,City of London 001F,Offender sent to prison
76f7adb0c53e18b1343547f8869211953768321e8dd1297f13a3f69de5c64365,2013-09,City of London Police,City of London Police,-0.111132,51.512420,On or near MIDDLE TEMPLE LANE,E01032740,City of London 001G,Offender sent to prison
2eb910554528fd127bcb1389bbf9fed630c9b4c6daa4071430aaf79c5e0f0262,2013-09,City of London Police,City of London Police,-0.080782,51.514804,On or near ST MARY AXE,E01032739,City of London 001F,Offender given suspended prison sentence
a6818c7c0f8cfa7d221bf4b243f02d583c478330d71a23c95751d4ea9083dc64,2013-09,City of London Police,City of London Police,-0.088621,51.518619,On or near MOORFIELDS,E01000002,City of London 001B,Offender sent to prison
60e50a9ddc900e97975b23ff95f523ba64f5b05d9931afbeb357b82d88bd34e2,2013-09,City of London Police,City of London Police,-0.089435,51.511223,On or near BUSH LANE,E01032739,City of London 001F,Offender fined
b06ef7b7768a99e08a6a1341ddf6cc629309f6a36b3d8ced71f25aa80f353400,2013-09,City of London Police,City of London Police,,,No location,,,Offender sent to prison
dd01ccf071c6635ab7226ce7587bab6c6729360cc27c785dc811a9b6a36f2182,2013-09,City of London Police,City of London Police,-0.082458,51.517431,On or near LIVERPOOL STREET,E01032739,City of London 001F,Offender given community sentence
6949a93b6202f835357de780861c457adeade44658ed279314b4a080223450a1,2013-09,City of London Police,City of London Police,-0.085257,51.511200,On or near TALBOT COURT,E01032739,City of London 001F,Offender ordered to pay compensation
0a1815bfdcf48c091da089d9563aa487364bd0c89498c702863b7a770865458d,2013-09,City of London Police,City of London Police,-0.092719,51.512652,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Offender given conditional discharge
4d519baee08c76fc8d283591892ec4566d9b6b5c308695d8d2ce67dc40542d5d,2013-09,City of London Police,City of London Police,-0.089698,51.511812,On or near OXFORD COURT,E01032739,City of London 001F,Offender otherwise dealt with
c673539d92a6ed7fd3ef54396be25dce506a633a58707c21fd43a285a4246bc5,2013-09,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Defendant found not guilty
9d4f92235ee01f4ed0f33ff36d9a4fdb136c273738abf053491bca13b7119d3c,2013-09,City of London Police,City of London Police,-0.082913,51.513463,On or near LEADENHALL STREET,E01032739,City of London 001F,Offender fined
09f4fa40eeef400f1cf8931cd99e56a3cfd895d9f08c81aa9dfba4441c323f04,2013-09,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Offender given community sentence
1bc24fd4584a87eb3e217e7fdf002c541105043803f8452d94c9f58b0cf787ee,2013-09,City of London Police,City of London Police,-0.105900,51.516966,On or near PLUMTREE COURT,E01032740,City of London 001G,Offender fined
1cca9109ea9d763e70ed53f687451231693a481bda5a7ff2c0c25429cb5c7b8c,2013-09,City of London Police,City of London Police,-0.075196,51.512609,On or near ST CLARE STREET,E01000005,City of London 001E,Offender sent to prison
12fd26853cfdfd1c517cad4aa75fe39aeb7ed881901e5fa349e7b654d9285c1c,2013-09,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Offender given conditional discharge
da675ae633b872f76875c8cc4ec10052810931fde515503f7a2b04cbee55faf9,2013-09,City of London Police,City of London Police,,,No location,,,Offender sent to prison
e7318227df67508da413bcf9d3da668f744a4d0d9f38904742d1f54956fdfcfd,2013-09,City of London Police,City of London Police,-0.095960,51.517534,On or near LONDON WALL,E01000001,City of London 001A,Offender given suspended prison sentence
d896add37be92ae2146286cc3d611f9de3dbc08a04293125dd0e6a2ba79b289d,2013-09,City of London Police,City of London Police,-0.105134,51.513869,On or near BRIDE LANE,E01032740,City of London 001G,Offender fined
4a18685209a027d54fd717f8eebf46d917f0f84cab8ce354f3e8449fae86bb55,2013-09,City of London Police,City of London Police,-0.092719,51.512652,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Offender fined
ad21f09d4165d51c8745fea2cfa1bb2ae6998b128f23dad5c256d3d00f9e604c,2013-09,City of London Police,City of London Police,-0.083993,51.511440,On or near PHILPOT LANE,E01032739,City of London 001F,Offender sent to prison
fb740c8ab0a9423fc0ea6fd8166da5c816d214320060b9be01c79a0ef28b36fb,2013-09,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Offender sent to prison
bc75a1defd8b6e9a4457a0c426befc5878e03941d6639eeecce5115df4c7cec3,2013-09,City of London Police,City of London Police,-0.082527,51.512027,On or near CULLUM STREET,E01032739,City of London 001F,Offender sent to prison
f8721c594e3f12a81051347d8a580f3a29f611157c72223c83aaacbccb03b3ae,2013-09,City of London Police,City of London Police,-0.084199,51.513394,On or near CORNHILL,E01032739,City of London 001F,Offender sent to prison
172154eb1cadd5c525e8d6a9c065fc9db2a28d9f0827f1710d3859eb3838b241,2013-09,City of London Police,City of London Police,-0.085310,51.518511,On or near ELDON STREET,E01032739,City of London 001F,Defendant found not guilty
eb97c4c0a3e6d84bf39361262046189af17d471410dbd8d7bb7ce6cba5cb2715,2013-09,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Offender given suspended prison sentence
23038c975bc3e4ea321a672793cb04ebc9091497d7ff39b116d97a23279b4d1d,2013-09,City of London Police,City of London Police,-0.077451,51.515523,On or near WHITE KENNETT STREET,E01000005,City of London 001E,Defendant found not guilty
489d6ef22359ef8226540bbd90d9afc51a2cc239550f712503ff9c7107b65482,2013-09,City of London Police,City of London Police,-0.084723,51.514986,On or near Conference/Exhibition Centre,E01032739,City of London 001F,Offender sent to prison
474db297cc91d8595f8f13305f160bc4fac8883aa95b741f492ede7f4b643ee6,2013-09,City of London Police,City of London Police,-0.110710,51.513914,On or near FLEET STREET,E01032740,City of London 001G,Offender given suspended prison sentence
506863cd58b87f49a1be091be3b8338162ca40437936d6814ac5df49fa943ba3,2013-09,City of London Police,City of London Police,-0.090348,51.519358,On or near MOOR LANE,E01000002,City of London 001B,Defendant found not guilty
3329e0538d348f9f4c497631cf312fefe9fb64a13933d231bf3dc1236d380e08,2013-09,City of London Police,City of London Police,-0.081516,51.510014,On or near GREAT TOWER STREET,E01032739,City of London 001F,Court case unable to proceed
9d4f92235ee01f4ed0f33ff36d9a4fdb136c273738abf053491bca13b7119d3c,2013-09,City of London Police,City of London Police,-0.082913,51.513463,On or near LEADENHALL STREET,E01032739,City of London 001F,Offender fined
9abb60d9a5bbb7ff4e172810d86c24dd62bf1dcaae24296ca0e5fc6ff36271ce,2013-09,City of London Police,City of London Police,-0.099848,51.519350,On or near LONG LANE,E01032740,City of London 001G,Offender fined
